# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
MOPHCE_06165	cds	1	567	+	GOIOJP_37020		ORF15/rep	SO:0001217, UniRef:UniRef50_Q9RHA7
MOPHCE_06355	cds	1	237	+	GOIOJP_37025		DUF1322 domain-containing protein	RefSeq:WP_002658715.1, SO:0001217, UniParc:UPI0000442FB3, UniRef:UniRef100_A0A7U3YBH2, UniRef:UniRef50_A0A386PRG9, UniRef:UniRef90_Q0SLB7
MOPHCE_06395	cds	1	396	+	GOIOJP_37030		hypothetical protein	PFAM:PF07499.17, PFAM:PF14520.10
JKACPD_04825	cds	1	1035	+	GOIOJP_37035		variable large family protein	SO:0001217, UniRef:UniRef50_UPI000D400E22
JKACPD_04830	cds	1	1164	+	GOIOJP_37040		variable large family protein	SO:0001217, UniRef:UniRef50_UPI001E3B5EEE
JKACPD_05390	cds	1	552	+	GOIOJP_37045		P52 family lipoprotein	RefSeq:WP_210376077.1, SO:0001217, UniParc:UPI001AF0268D, UniRef:UniRef100_UPI001AF0268D, UniRef:UniRef50_Q0SKX6, UniRef:UniRef90_Q45054
JKACPD_05640	cds	1	693	+	GOIOJP_37050		DUF1357 domain-containing protein	RefSeq:WP_217821114.1, SO:0001217, UniParc:UPI001C3878AE, UniRef:UniRef100_UPI001C3878AE, UniRef:UniRef50_Q9S056, UniRef:UniRef90_Q9S056
JKACPD_05645	cds	1	519	+	GOIOJP_37055		variable large family protein	SO:0001217, UniRef:UniRef50_UPI001E389133
JKACPD_05680	cds	1	264	+	GOIOJP_37060		hypothetical protein	
DCMMOF_03705	cds	1	1014	+	GOIOJP_37065	tgt	tRNA guanosine(34) transglycosylase Tgt	EC:2.4.2.29, GO:0005737, GO:0006400, GO:0008479, SO:0001217, UniRef:UniRef50_O51749, UniRef:UniRef90_A0A0A7UX03
DCMMOF_05230	cds	1	426	+	GOIOJP_37070	bppB	BppB	RefSeq:WP_012621410.1, SO:0001217, UniParc:UPI00016B294C, UniRef:UniRef100_A0A9N7B0L6, UniRef:UniRef50_A0A386PNT1, UniRef:UniRef90_Q9RZY5
DCMMOF_05395	cds	1	1323	+	GOIOJP_37075	celB	PTS cellobiose transporter subunit IIC	COG:COG1455, COG:G, EC:2.7.1.205, GO:0008982, GO:0009401, GO:0019191, KEGG:K02761, RefSeq:WP_012622034.1, SO:0001217, UniParc:UPI00016B3220, UniRef:UniRef100_A0A9N7BDY8, UniRef:UniRef50_A0A7U3YB90, UniRef:UniRef90_A0A7U3YB90
DCMMOF_05400	cds	1	1350	+	GOIOJP_37080	resT	telomere resolvase ResT	BlastRules:WP_010256138, EC:3.1.22.-, GO:0003677, GO:0004519, GO:0005737, GO:0006310, GO:0009295, RefSeq:WP_012622046.1, SO:0001217, UniParc:UPI00016B3368, UniRef:UniRef100_A0A7U4DIW1, UniRef:UniRef50_O50979, UniRef:UniRef90_O50979
DCMMOF_05700	cds	1	390	+	GOIOJP_37085	bppA	BppA	RefSeq:WP_106023631.1, SO:0001217, UniParc:UPI000D035E12, UniRef:UniRef100_UPI000D035E12, UniRef:UniRef50_A0A142JDP0, UniRef:UniRef90_Q9S098
DCMMOF_06110	cds	1	486	+	GOIOJP_37090		complement regulator-acquiring protein	SO:0001217, UniRef:UniRef50_UPI001AEFA3D4
DCMMOF_06180	cds	1	303	+	GOIOJP_37095		DUF735 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7W9ZML3, UniRef:UniRef90_G0ANM0
DCMMOF_06210	cds	1	300	+	GOIOJP_37100		hypothetical protein	
DCMMOF_06215	cds	1	309	+	GOIOJP_37105		hypothetical protein	
DCMMOF_06255	cds	1	261	+	GOIOJP_37110		hypothetical protein	
DCMMOF_06270	cds	1	258	+	GOIOJP_37115		hypothetical protein	
DCMMOF_06290	cds	1	357	+	GOIOJP_37120		hypothetical protein	
MNONEN_06080	cds	1	609	+	GOIOJP_37125		Outer membrane protein	RefSeq:WP_012621397.1, SO:0001217, UniParc:UPI00016B27CC, UniRef:UniRef100_A0A9N7B591, UniRef:UniRef50_B9X9D1, UniRef:UniRef90_A0A7U3YAY6
MNONEN_06085	cds	1	1077	+	GOIOJP_37130		DUF759 domain-containing protein	RefSeq:WP_015056315.1, SO:0001217, UniParc:UPI0001F23AA9, UniRef:UniRef100_A0A9N7APQ8, UniRef:UniRef50_B9X9A3, UniRef:UniRef90_A0A7U3YAX8
MNONEN_06250	cds	1	270	+	GOIOJP_37135		P52 family lipoprotein	SO:0001217, UniRef:UniRef50_UPI001AEF9501, UniRef:UniRef90_UPI001AEF9501
DFGMDP_04935	cds	1	387	+	GOIOJP_37140		Lipoprotein	RefSeq:WP_012686326.1, SO:0001217, UniParc:UPI00017F42BA, UniRef:UniRef100_A0A9N7G3J2, UniRef:UniRef50_G0ITP9, UniRef:UniRef90_A0A7I6GX63
DFGMDP_04945	cds	1	693	+	GOIOJP_37145		DUF261 domain-containing protein	RefSeq:WP_012666097.1, SO:0001217, UniParc:UPI00017F2C3C, UniRef:UniRef100_A0A9N7APG0, UniRef:UniRef50_A0A218PF47, UniRef:UniRef90_A0A1G4QF43
DFGMDP_04950	cds	1	414	+	GOIOJP_37150		hypothetical protein	RefSeq:WP_012622693.1, SO:0001217, UniParc:UPI00017F42BB, UniRef:UniRef100_A0A7U4DIU7, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
DFGMDP_04955	cds	1	1518	+	GOIOJP_37155		BBD14-like protein	SO:0001217, UniRef:UniRef50_A0A7U3YB35, UniRef:UniRef90_A0A7U3YB35
DFGMDP_04960	cds	1	393	+	GOIOJP_37160		BBG30-like protein	RefSeq:WP_012622677.1, SO:0001217, UniParc:UPI00016B3785, UniRef:UniRef100_A0A7U3YB68, UniRef:UniRef50_A0A7W9SJQ8, UniRef:UniRef90_A0A1G4QGT4
DFGMDP_04965	cds	1	537	+	GOIOJP_37165		Cytosolic protein	RefSeq:WP_012622688.1, SO:0001217, UniParc:UPI00016B3786, UniRef:UniRef100_A0A7U4DIV1, UniRef:UniRef50_G0ITM6, UniRef:UniRef90_G0AP08
DFGMDP_05990	cds	1	1059	+	GOIOJP_37170		Erp43 protein	RefSeq:WP_015056287.1, SO:0001217, UniParc:UPI00000BF856, UniRef:UniRef100_Q8GL44, UniRef:UniRef50_A0A7W9SK70, UniRef:UniRef90_Q8GL44
DFGMDP_06255	cds	1	498	+	GOIOJP_37175		hypothetical protein	SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
DFGMDP_06270	cds	1	498	+	GOIOJP_37180		hypothetical protein	SO:0001217, UniRef:UniRef50_G0ANT6
DFGMDP_06285	cds	1	468	+	GOIOJP_37185		ORF15/rep	RefSeq:WP_012644076.1, SO:0001217, UniParc:UPI00016C3ED9, UniRef:UniRef100_Q9RHA7, UniRef:UniRef50_Q9RHA7, UniRef:UniRef90_Q9RHA7
DFGMDP_06310	cds	1	282	+	GOIOJP_37190		hypothetical protein	SO:0001217, UniRef:UniRef50_C0R8F1
NEPGIC_05340	cds	1	753	+	GOIOJP_37195		Lipoprotein	RefSeq:WP_010890343.1, SO:0001217, UniParc:UPI00000568A5, UniRef:UniRef100_O50811, UniRef:UniRef50_A0A1L8ZA42, UniRef:UniRef90_A0A1L8ZA29
NEPGIC_05450	cds	1	528	+	GOIOJP_37200		DUF643 domain-containing protein	RefSeq:WP_010883787.1, SO:0001217, UniParc:UPI0001F23BFC, UniRef:UniRef100_Q9S0D8, UniRef:UniRef50_Q9S0D8, UniRef:UniRef90_Q9S0D8
NEPGIC_05895	cds	16	480	+	GOIOJP_37205		Cytosolic protein	SO:0001217, UniRef:UniRef50_W6TJQ2
NEPGIC_06030	cds	1	693	+	GOIOJP_37210		DUF1357 domain-containing protein	RefSeq:WP_012665119.1, SO:0001217, UniParc:UPI00017F371E, UniRef:UniRef100_UPI00017F371E, UniRef:UniRef50_Q9S056, UniRef:UniRef90_Q9S056
NEPGIC_06045	cds	1	594	+	GOIOJP_37215		Terminase large subunit gp17-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_G0AN03, UniRef:UniRef90_G0AN03
NEPGIC_06260	cds	1	360	+	GOIOJP_37220		hypothetical protein	
LAFPAJ_04350	cds	1	393	+	GOIOJP_37225		HK97 gp10 family phage protein	SO:0001217, UniRef:UniRef50_I0FEK1, UniRef:UniRef90_Q0SL15
LAFPAJ_04410	cds	1	873	+	GOIOJP_37230		P12 family lipoprotein	RefSeq:WP_012686302.1, SO:0001217, UniParc:UPI00016B2DF9, UniRef:UniRef100_UPI00016B2DF9, UniRef:UniRef50_A0A1L4DGE5, UniRef:UniRef90_A0A1L4DGE5
LAFPAJ_04415	cds	1	1134	+	GOIOJP_37235	orfB	Transposase IS605 OrfB	RefSeq:WP_012686307.1, SO:0001217, UniParc:UPI00016B2DF8, UniRef:UniRef100_UPI00016B2DF8, UniRef:UniRef50_Q09GR9, UniRef:UniRef90_I0FBL0
LAFPAJ_04420	cds	1	561	+	GOIOJP_37240		chromosome replication/partitioning protein	RefSeq:WP_012686294.1, SO:0001217, UniParc:UPI00016B2DF7, UniRef:UniRef100_UPI00016B2DF7, UniRef:UniRef50_B8F1T5, UniRef:UniRef90_UPI00041F2963
LAFPAJ_04425	cds	1	765	+	GOIOJP_37245		AAA domain-containing protein	RefSeq:WP_012686297.1, SO:0001217, UniParc:UPI00016B2DF6, UniRef:UniRef100_UPI00016B2DF6, UniRef:UniRef50_W5SJN3, UniRef:UniRef90_B8F1T6
LAFPAJ_04430	cds	1	561	+	GOIOJP_37250		Plasmid partitioning associated protein-1	RefSeq:WP_012686292.1, SO:0001217, UniParc:UPI00016B2DF5, UniRef:UniRef100_UPI00016B2DF5, UniRef:UniRef50_A0A7I6GV55, UniRef:UniRef90_B8F1T7
LAFPAJ_04435	cds	133	1113	+	GOIOJP_37255		Borrelia family protein PFam57/62	SO:0001217, UniRef:UniRef50_W6TGX2, UniRef:UniRef90_A0A7I6GX76
LAFPAJ_04465	cds	1	393	+	GOIOJP_37260		HK97 gp10 family phage protein	SO:0001217, UniRef:UniRef50_I0FEK1, UniRef:UniRef90_Q0SL15
LAFPAJ_04475	cds	1	831	+	GOIOJP_37265		hypothetical protein	RefSeq:WP_012686304.1, SO:0001217, UniParc:UPI00016B2CB1, UniRef:UniRef100_UPI00016B2CB1, UniRef:UniRef50_O50740, UniRef:UniRef90_A0A1L4DGI0
LAFPAJ_04480	cds	1	513	+	GOIOJP_37270		3D domain-containing protein	SO:0001217, UniRef:UniRef50_I0FDZ0, UniRef:UniRef90_A0A1L4DGG7
LAFPAJ_04485	cds	1	534	+	GOIOJP_37275		Terminase	RefSeq:WP_012686306.1, SO:0001217, UniParc:UPI00016B2CAF, UniRef:UniRef100_UPI00016B2CAF, UniRef:UniRef50_A0A218PF46, UniRef:UniRef90_A0A1L4DGF2
LAFPAJ_04490	cds	1	1026	+	GOIOJP_37280		DUF1073 domain-containing protein	RefSeq:WP_012686305.1, SO:0001217, UniParc:UPI00016B2CAE, UniRef:UniRef100_UPI00016B2CAE, UniRef:UniRef50_G0APL2, UniRef:UniRef90_UPI00016B2D8F
LAFPAJ_04495	cds	1	1191	+	GOIOJP_37285	xtmB	PBSX family phage terminase large subunit	COG:COG1783, COG:X, RefSeq:WP_012615271.1, SO:0001217, UniParc:UPI00016B2CAD, UniRef:UniRef100_UPI00016B2CAD, UniRef:UniRef50_A0A7I6GX80, UniRef:UniRef90_A0A7I6GX80
LAFPAJ_04500	cds	1	339	+	GOIOJP_37290		Mlp lipoprotein family protein	RefSeq:WP_012615273.1, SO:0001217, UniParc:UPI00016B2CAC, UniRef:UniRef100_UPI00016B2CAC, UniRef:UniRef50_W5SFW3, UniRef:UniRef90_G5IXH2
LAFPAJ_04505	cds	1	786	+	GOIOJP_37295		hypothetical protein	RefSeq:WP_012686299.1, SO:0001217, UniParc:UPI00016B2CAB, UniRef:UniRef100_UPI00016B2CAB, UniRef:UniRef50_A0A1L8ZA75, UniRef:UniRef90_UPI00016B2CAB
LAFPAJ_04510	cds	1	783	+	GOIOJP_37300		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_UPI0003F9E6B5
LAFPAJ_04515	cds	1	2703	+	GOIOJP_37305		Right handed beta helix domain-containing protein	SO:0001217, UniRef:UniRef50_O50747, UniRef:UniRef90_Q0SL18
LAFPAJ_04520	cds	1	387	+	GOIOJP_37310		Lipoprotein	RefSeq:WP_012615256.1, SO:0001217, UniParc:UPI00016B2CA8, UniRef:UniRef100_G0ITP9, UniRef:UniRef50_G0ITP9, UniRef:UniRef90_G0ITP9
LAFPAJ_04525	cds	1	387	+	GOIOJP_37315		hypothetical protein	RefSeq:WP_012615262.1, SO:0001217, UniParc:UPI00016B2CA7, UniRef:UniRef100_G0ITQ0, UniRef:UniRef50_O50749, UniRef:UniRef90_G0ITQ0
LAFPAJ_04530	cds	13	690	+	GOIOJP_37320		DUF261 domain-containing protein	SO:0001217, UniRef:UniRef50_W5T3F6, UniRef:UniRef90_G0ITQ1
LAFPAJ_04535	cds	1	387	+	GOIOJP_37325		hypothetical protein	RefSeq:WP_012615264.1, SO:0001217, UniParc:UPI00016B2EE0, UniRef:UniRef100_UPI00016B2EE0, UniRef:UniRef50_O50751, UniRef:UniRef90_Q0SL21
LAFPAJ_04540	cds	1	1200	+	GOIOJP_37330		BBD14-like protein	SO:0001217, UniRef:UniRef50_A0A7U3YB35, UniRef:UniRef90_A0A1L4DGJ1
LAFPAJ_04550	cds	1	435	+	GOIOJP_37335		hypothetical protein	RefSeq:WP_012686300.1, SO:0001217, UniParc:UPI00016B2CA3, UniRef:UniRef100_UPI00016B2CA3, UniRef:UniRef50_Q0SL23, UniRef:UniRef90_Q0SL23
LAFPAJ_04555	cds	1	639	+	GOIOJP_37340		Cytosolic protein	RefSeq:WP_012615191.1, SO:0001217, UniParc:UPI00016B2CA2, UniRef:UniRef100_UPI00016B2CA2, UniRef:UniRef50_G0ITM6, UniRef:UniRef90_G0ITM6
LAFPAJ_04560	cds	1	603	+	GOIOJP_37345		hypothetical protein	PFAM:PF02524.18
LAFPAJ_05115	cds	1	417	+	GOIOJP_37350		hypothetical protein	RefSeq:WP_012622101.1, SO:0001217, UniParc:UPI00017F3169, UniRef:UniRef100_B8F1Z8, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
LAFPAJ_05130	cds	1	387	+	GOIOJP_37355		Lipoprotein	RefSeq:WP_012622112.1, SO:0001217, UniParc:UPI00017F316C, UniRef:UniRef100_B8F1Z5, UniRef:UniRef50_G0ITP9, UniRef:UniRef90_A0A7I6GX63
LAFPAJ_05150	cds	1	783	+	GOIOJP_37360		hypothetical protein	RefSeq:WP_012622107.1, SO:0001217, UniParc:UPI00017F316E, UniRef:UniRef100_B8F1Z3, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_B8F1Z3
LAFPAJ_05160	cds	1	693	+	GOIOJP_37365		Cytosolic protein	RefSeq:WP_012622121.1, SO:0001217, UniParc:UPI00017F2B07, UniRef:UniRef100_B8F1X7, UniRef:UniRef50_G0ITN9, UniRef:UniRef90_G0ITN9
LAFPAJ_05165	cds	1	576	+	GOIOJP_37370		Partition protein	RefSeq:WP_012615258.1, SO:0001217, UniParc:UPI00016B2D88, UniRef:UniRef100_G0ITN8, UniRef:UniRef50_I0FFF8, UniRef:UniRef90_G0ITN8
LAFPAJ_05175	cds	1	666	+	GOIOJP_37375		chromosome replication/partitioning protein	SO:0001217, UniRef:UniRef50_A0A7W9ZNY0, UniRef:UniRef90_A0A7W9ZNY0
LAFPAJ_05185	cds	1	978	+	GOIOJP_37380		Lipoprotein	RefSeq:WP_012622100.1, SO:0001217, UniParc:UPI00017F2B0B, UniRef:UniRef100_B8F1X1, UniRef:UniRef50_C0R8R6, UniRef:UniRef90_G0ITE5
LAFPAJ_05190	cds	46	171	+	GOIOJP_37385		P12 family lipoprotein	SO:0001217, UniParc:UPI00018A861D, UniRef:UniRef100_B8F1X0, UniRef:UniRef50_B8F1X0, UniRef:UniRef90_B8F1X0
LAFPAJ_05195	cds	46	171	+	GOIOJP_37390		P12 family lipoprotein	SO:0001217, UniParc:UPI00018A861D, UniRef:UniRef100_B8F1X0, UniRef:UniRef50_B8F1X0, UniRef:UniRef90_B8F1X0
LAFPAJ_05200	cds	1	978	+	GOIOJP_37395		Lipoprotein	RefSeq:WP_012622100.1, SO:0001217, UniParc:UPI00017F2B0B, UniRef:UniRef100_B8F1X1, UniRef:UniRef50_C0R8R6, UniRef:UniRef90_G0ITE5
LAFPAJ_05210	cds	1	666	+	GOIOJP_37400		chromosome replication/partitioning protein	SO:0001217, UniRef:UniRef50_A0A7W9ZNY0, UniRef:UniRef90_A0A7W9ZNY0
LAFPAJ_05215	cds	1	762	+	GOIOJP_37405	parA	ParA partition protein Borrelia protein family PFam32	RefSeq:WP_012622110.1, SO:0001217, UniParc:UPI00017F2B08, UniRef:UniRef100_B8F1X5, UniRef:UniRef50_W5SJN3, UniRef:UniRef90_Q0SL04
LAFPAJ_05220	cds	1	576	+	GOIOJP_37410		Partition protein	RefSeq:WP_012615258.1, SO:0001217, UniParc:UPI00016B2D88, UniRef:UniRef100_G0ITN8, UniRef:UniRef50_I0FFF8, UniRef:UniRef90_G0ITN8
LAFPAJ_05225	cds	1	693	+	GOIOJP_37415		Cytosolic protein	RefSeq:WP_012622121.1, SO:0001217, UniParc:UPI00017F2B07, UniRef:UniRef100_B8F1X7, UniRef:UniRef50_G0ITN9, UniRef:UniRef90_G0ITN9
LAFPAJ_05230	cds	1	504	+	GOIOJP_37420		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7W9SK12, UniRef:UniRef90_UPI001E2C7FA4
LAFPAJ_05235	cds	1	783	+	GOIOJP_37425		hypothetical protein	RefSeq:WP_012622107.1, SO:0001217, UniParc:UPI00017F316E, UniRef:UniRef100_B8F1Z3, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_B8F1Z3
LAFPAJ_05240	cds	10	999	+	GOIOJP_37430		right-handed parallel beta-helix repeat-containing protein	SO:0001217, UniRef:UniRef50_UPI001AEDF69C
LAFPAJ_05245	cds	1	1065	+	GOIOJP_37435		hypothetical protein	
LAFPAJ_05250	cds	13	507	+	GOIOJP_37440		hypothetical protein	
LAFPAJ_05255	cds	1	387	+	GOIOJP_37445		Lipoprotein	RefSeq:WP_012622112.1, SO:0001217, UniParc:UPI00017F316C, UniRef:UniRef100_B8F1Z5, UniRef:UniRef50_G0ITP9, UniRef:UniRef90_A0A7I6GX63
LAFPAJ_05260	cds	1	330	+	GOIOJP_37450		hypothetical protein	SO:0001217, UniRef:UniRef50_O50749, UniRef:UniRef90_A0A1L8ZA88
LAFPAJ_05265	cds	1	693	+	GOIOJP_37455		DUF261 domain-containing protein	RefSeq:WP_012622099.1, SO:0001217, UniParc:UPI00017F316A, UniRef:UniRef100_B8F1Z7, UniRef:UniRef50_A0A218PF47, UniRef:UniRef90_A0A7I6GX51
LAFPAJ_05270	cds	1	417	+	GOIOJP_37460		hypothetical protein	RefSeq:WP_012622101.1, SO:0001217, UniParc:UPI00017F3169, UniRef:UniRef100_B8F1Z8, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
LAFPAJ_05280	cds	1	1443	+	GOIOJP_37465		BBD14-like protein	SO:0001217, UniRef:UniRef50_A0A7U3YB35
LAFPAJ_05285	cds	1	408	+	GOIOJP_37470		BBG30-like protein	RefSeq:WP_012622113.1, SO:0001217, UniParc:UPI00017F3167, UniRef:UniRef100_B8F200, UniRef:UniRef50_O50753, UniRef:UniRef90_B8F200
LAFPAJ_05290	cds	1	537	+	GOIOJP_37475		Cytosolic protein	RefSeq:WP_078172020.1, SO:0001217, UniParc:UPI00017F3166, UniRef:UniRef100_UPI00017F3166, UniRef:UniRef50_G0ITM6, UniRef:UniRef90_G0AP08
LAFPAJ_06220	cds	1	882	+	GOIOJP_37480		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001AEEA23D
LAFPAJ_06235	cds	1	276	+	GOIOJP_37485		P12 family lipoprotein	SO:0001217, UniRef:UniRef50_UPI001F4336A6, UniRef:UniRef90_UPI001F4336A6
LAFPAJ_06245	cds	1	237	+	GOIOJP_37490		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013A53380
LAFPAJ_06255	cds	1	336	+	GOIOJP_37495		hypothetical protein	PFAM:PF05714.15
LAFPAJ_06260	cds	1	294	+	GOIOJP_37500		hypothetical protein	
LAFPAJ_06280	cds	1	897	+	GOIOJP_37505		plasmid maintenance protein	SO:0001217, UniRef:UniRef50_A0A1G4QF78, UniRef:UniRef90_UPI001E3BDB8C
LAFPAJ_06285	cds	16	543	+	GOIOJP_37510		hypothetical protein	
LAFPAJ_06290	cds	1	324	+	GOIOJP_37515		variable large family protein	SO:0001217, UniRef:UniRef50_UPI001AEF8DE9
LAFPAJ_06490	cds	1	1038	+	GOIOJP_37520		variable large family protein	SO:0001217, UniRef:UniRef50_UPI001E4E9D3D
LAFPAJ_06495	cds	1	1095	+	GOIOJP_37525		hypothetical protein	
LAFPAJ_06500	cds	1	999	+	GOIOJP_37530		hypothetical protein	
LAFPAJ_06575	cds	1	765	+	GOIOJP_37535		hypothetical protein	RefSeq:WP_075226671.1, SO:0001217, UniParc:UPI000941B4CE, UniRef:UniRef100_UPI000941B4CE, UniRef:UniRef50_O50757, UniRef:UniRef90_G0ITN0
LAFPAJ_06580	cds	1	624	+	GOIOJP_37540		hypothetical protein	SO:0001217, UniRef:UniRef50_G0AP11, UniRef:UniRef90_G0AP11
LAFPAJ_06585	cds	1	243	+	GOIOJP_37545		hypothetical protein	
LAFPAJ_06625	cds	13	765	+	GOIOJP_37550	erpK	ErpK protein	SO:0001217, UniRef:UniRef50_P70866, UniRef:UniRef90_A0A7U4DJ10
HCLMIK_04645	cds	1	621	+	GOIOJP_37555	bptA	virulence-associated protein BptA	BlastRules:WP_010890264, GO:0009279, RefSeq:WP_014540483.1, SO:0001217, UniParc:UPI00004F95D2, UniRef:UniRef100_UPI00004F95D2, UniRef:UniRef50_P0CL63, UniRef:UniRef90_P0CL63
HCLMIK_05260	cds	1	324	+	GOIOJP_37560		Borrelia ORF-A	RefSeq:WP_012614966.1, SO:0001217, UniParc:UPI00016B309D, UniRef:UniRef100_A0A7U3YBJ5, UniRef:UniRef50_O50663, UniRef:UniRef90_O50663
HCLMIK_05265	cds	1	723	+	GOIOJP_37565		CRASP-2	RefSeq:WP_012622759.1, SO:0001217, UniParc:UPI0001615A80, UniRef:UniRef100_A9QVU9, UniRef:UniRef50_B8F113, UniRef:UniRef90_A9QVU5
HCLMIK_05655	cds	1	285	+	GOIOJP_37570	tM2	Uncharacterized membrane protein YozV, TM2 domain, contains pTyr	COG:COG2314, COG:R, RefSeq:WP_002657159.1, SO:0001217, UniParc:UPI00016B2DCD, UniRef:UniRef100_Q6W6N1, UniRef:UniRef50_A0A396YTQ5, UniRef:UniRef90_A0A1L6VRN9
HCLMIK_05815	cds	46	894	+	GOIOJP_37575		P12 family lipoprotein	SO:0001217, UniRef:UniRef50_A0A1L6VS11, UniRef:UniRef90_UPI000BC33189
HCLMIK_06285	cds	1	447	+	GOIOJP_37580		ERF family protein	SO:0001217, UniRef:UniRef50_UPI001AEE010C
CCBJJB_04395	cds	34	555	+	GOIOJP_37585	eppA	exported protein A EppA	SO:0001217, UniRef:UniRef50_A0A1L8Z8L5, UniRef:UniRef90_A0A7U3YB15
CCBJJB_04415	cds	1	564	+	GOIOJP_37590		Borrelia family protein	RefSeq:WP_012622692.1, SO:0001217, UniParc:UPI00016B3620, UniRef:UniRef100_A0A7U4DIQ3, UniRef:UniRef50_O50683, UniRef:UniRef90_A0A7U4DIQ3
CCBJJB_04425	cds	1	3132	+	GOIOJP_37595		Methyl-accepting chemotaxis (MCP) signaling domain protein	RefSeq:WP_012666091.1, SO:0001217, UniParc:UPI00016B3622, UniRef:UniRef100_A0A7U3YB27, UniRef:UniRef50_B8F1U1, UniRef:UniRef90_G0APK2
CCBJJB_04430	cds	19	429	+	GOIOJP_37600	rdgC	Recombination-associated protein RdgC	SO:0001217, UniRef:UniRef50_Q0SL12
CCBJJB_04435	cds	1	819	+	GOIOJP_37605		Cytosolic protein	RefSeq:WP_010256678.1, SO:0001217, UniParc:UPI00016C3982, UniRef:UniRef100_O50736, UniRef:UniRef50_W6TFS8, UniRef:UniRef90_O50736
CCBJJB_04440	cds	1	444	+	GOIOJP_37610		hypothetical protein	RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
CCBJJB_04445	cds	1	393	+	GOIOJP_37615		HK97 gp10 family phage protein	RefSeq:WP_014540470.1, SO:0001217, UniParc:UPI0001F239C0, UniRef:UniRef100_A0A9N7AMZ9, UniRef:UniRef50_I0FEK1, UniRef:UniRef90_A0A1L8ZA72
CCBJJB_04455	cds	1	834	+	GOIOJP_37620		hypothetical protein	RefSeq:WP_012672272.1, SO:0001217, UniParc:UPI00016C3984, UniRef:UniRef100_A0A7U3YB63, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
CCBJJB_04480	cds	1	339	+	GOIOJP_37625		Mlp lipoprotein family protein	RefSeq:WP_010256648.1, SO:0001217, UniParc:UPI00016B2B45, UniRef:UniRef100_G5IXH2, UniRef:UniRef50_W5SFW3, UniRef:UniRef90_G5IXH2
CCBJJB_04485	cds	1	780	+	GOIOJP_37630		hypothetical protein	RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
CCBJJB_04490	cds	1	783	+	GOIOJP_37635		Putative transmembrane domain protein	RefSeq:WP_012666158.1, SO:0001217, UniParc:UPI00016C3989, UniRef:UniRef100_A0A7U4DIR6, UniRef:UniRef90_A0A1L8ZA67
CCBJJB_04495	cds	13	2682	+	GOIOJP_37640		Right handed beta helix domain-containing protein	SO:0001217, UniRef:UniRef50_O50747, UniRef:UniRef90_O50747
CCBJJB_04500	cds	1	387	+	GOIOJP_37645		Lipoprotein	RefSeq:WP_012622680.1, SO:0001217, UniParc:UPI00016B3781, UniRef:UniRef100_A0A7U4DIS6, UniRef:UniRef50_G0ITP9, UniRef:UniRef90_A0A7I6GX63
CCBJJB_04505	cds	1	372	+	GOIOJP_37650		hypothetical protein	RefSeq:WP_012622701.1, SO:0001217, UniParc:UPI00016B3782, UniRef:UniRef100_A0A7U4DIU8, UniRef:UniRef50_O50749, UniRef:UniRef90_A0A1L8ZA88
CCBJJB_04510	cds	1	693	+	GOIOJP_37655		DUF261 domain-containing protein	RefSeq:WP_012666097.1, SO:0001217, UniParc:UPI00017F2C3C, UniRef:UniRef100_A0A9N7APG0, UniRef:UniRef50_A0A218PF47, UniRef:UniRef90_A0A1G4QF43
CCBJJB_04515	cds	1	414	+	GOIOJP_37660		hypothetical protein	RefSeq:WP_012622693.1, SO:0001217, UniParc:UPI00017F42BB, UniRef:UniRef100_A0A7U4DIU7, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
CCBJJB_04965	cds	1	294	+	GOIOJP_37665		Uncharacterized lipoprotein BBF20	GO:0005886, RefSeq:WP_012622644.1, SO:0001217, UniParc:UPI00016B3A37, UniRef:UniRef100_A0A9N7ARB6, UniRef:UniRef50_O51025, UniRef:UniRef90_O51025
