"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ESI26","UCT109","UCT110","UCT113","UCT29","UCT30","UCT31","UCT32","UCT35","UCT50","UCT92","UCT96","UNY149","UNY169","UNY172","UNY193","UNY203","UNY208","URI101","URI102","URI103","URI107","URI111","URI112","URI117","URI118","URI120","URI33","URI34","URI36","URI39","URI40","URI41","URI42","URI44","URI46","URI47","URI48","URI56","URI86","URI87","URI88","URI89","URI91","URI93","UWI247","UWI248","UWI263","UWI283"
"group_57","hypothetical protein","hypothetical protein","1","1","1","63","2246","1","1634","","221","221","221","","","","","","","","","","","","","","","","","","","","BOHBDJ_06380","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_571","bppB","BppB","1","1","1","475","1","632","1","Investigate","224","224","224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AEKFMC_06205","",""
"group_576","bppB","BppB","1","1","1","63","2145","1","261","","425","425","425","","","","","","","","","","","","","","","","KFEJKD_06835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_584","DUF735 domain-containing protein","DUF735 domain-containing protein","1","1","1","63","2809","1","1863","","305","305","305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LGKPKB_05990"
"group_589","DUF735 domain-containing protein","DUF735 domain-containing protein","1","1","1","186","1","254","1","Investigate","305","305","305","","","","","","","","","","","","","","","","","GDPOAI_06205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_59","DUF792 domain-containing protein","DUF792 domain-containing protein","1","1","1","114","1","318","1","Investigate","236","236","236","","","","","","","","","","","","","","","","","","","","","","","","","NKPDPH_05980","","","","","","","","","","","","","","","","","","","","","","","",""
"group_590","ORF09/2-9 ORF7","ORF09/2-9 ORF7","1","1","1","384","2","491","2","Investigate","605","605","605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HEGNPG_06630","","","","","","","","","","",""
"group_593","ORF09/2-9 ORF7","ORF09/2-9 ORF7","1","1","1","195","1","261","1","Investigate","605","605","605","","","","","","","","","","","","","","","","","GDPOAI_06135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_594","ORF09/2-9 ORF7","ORF09/2-9 ORF7","1","1","1","178","1","244","1","Investigate","605","605","605","","","","","","","","","","","","","","","","","GDPOAI_06140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_595","DUF735 domain-containing protein","DUF735 domain-containing protein","1","1","1","53","1","176","1","Investigate","302","302","302","","","","","","","","","","","","","","","","KFEJKD_07125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_60","DUF792 domain-containing protein","DUF792 domain-containing protein","1","1","1","173","1","248","1","Investigate","254","254","254","","","","","","","","","","","","","","","","","GDPOAI_06125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_601","BBC01","BBC01","1","1","1","63","2721","1","63","","1097","1097","1097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMEHFM_04610",""
"group_603","Putative membrane protein","Putative membrane protein","1","1","1","63","1621","1","1427","","305","305","305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LGKPKB_04570"
"group_605","Putative membrane protein","Putative membrane protein","1","1","1","63","1624","1","1400","","305","305","305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EFDIJO_04860","","","","","","","","","",""
"group_607","hypothetical protein","hypothetical protein","1","1","1","63","1619","1","1402","","137","137","137","","","","","","","","","","","","","","","EFMOJC_06220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_609","hypothetical protein","hypothetical protein","1","1","1","324","1","434","1","Investigate","569","569","569","","","","","","","","","","","","AINDPC_06055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_611","hypothetical protein","hypothetical protein","1","1","1","63","3030","1","835","","188","188","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HEGNPG_05160","","","","","","","","","","",""
"group_613","hypothetical protein","hypothetical protein","1","1","1","63","3153","1","807","","188","188","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","JHFDLE_04505","","","","","","","","","","","","","","","","","","","","",""
"group_614","hypothetical protein","hypothetical protein","1","1","1","63","2971","1","904","","446","446","446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCFOCN_06085","","","","","","","","","","","","","","","","","","",""
"group_615","hypothetical protein","hypothetical protein","1","1","1","36","1","173","1","Investigate","446","446","446","","","","","","","","","","","","","","","","KFEJKD_06935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_617","hypothetical protein","hypothetical protein","1","1","1","117","45","202","12","","323","323","323","","","","","","","","","","","","","","","","","","","","","","","","","","","OFFMIL_05195","","","","","","","","","","","","","","","","","","","","","",""
"group_618","variable large family protein","variable large family protein","1","1","1","117","39","202","13","","404","404","404","","","","","","","","","","","","","","","","","","","","","","","","","","","OFFMIL_05190","","","","","","","","","","","","","","","","","","","","","",""
"group_619","hypothetical protein","hypothetical protein","1","1","1","117","36","202","10","","323","323","323","","","","","DNBOAP_06110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_62","DUF792 domain-containing protein","DUF792 domain-containing protein","1","1","1","473","1","634","1","Investigate","479","479","479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CIPKDF_06705","","","","","",""
"group_620","variable large family protein","variable large family protein","1","1","1","117","37","202","11","","404","404","404","","","","","DNBOAP_06105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_621","variable large family protein","variable large family protein","1","1","1","117","34","202","17","","914","914","914","","","","","","","","","","ANPAAP_05185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_622","variable large family protein","variable large family protein","1","1","1","117","20","202","24","","914","914","914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HEGNPG_06015","","","","","","","","","","",""
"group_623","variable large family protein","variable large family protein","1","1","1","117","33","202","19","","914","914","914","","","","","","","","","","","","AINDPC_04925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_627","variable large family protein","variable large family protein","1","1","1","112","2","313","1","Investigate","938","938","938","","","","","","","","","","","","","","","","","","","","","","","","","","PIKJEB_05385","","","","","","","","","","","","","","","","","","","","","","",""
"group_628","variable large family protein","variable large family protein","1","1","1","112","1","313","2","Investigate","938","938","938","","","","","","","","","","","","","","","","","","","","","","","","","","PIKJEB_05390","","","","","","","","","","","","","","","","","","","","","","",""
"group_630","variable large family protein","variable large family protein","1","1","1","63","2954","1","767","","1124","1124","1124","","","","","","","","","","","","","","","","","","","","","","","","","","","","JHFDLE_05540","","","","","","","","","","","","","","","","","","","","",""
"group_632","hypothetical protein","hypothetical protein","1","1","1","63","1159","1","734","","482","482","482","","","","","","DLCMNL_06300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_633","variable large family protein","variable large family protein","1","1","1","63","1130","1","749","","1052","1052","1052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GGIAGI_05260","","",""
"group_634","variable large family protein","variable large family protein","1","1","1","63","1145","1","733","","1052","1052","1052","","","","","","","","","","","","","","","","","","","","","BIKOAE_05050","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_637","Lipoprotein","Lipoprotein","1","1","1","63","1678","1","1358","","482","482","482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OHAJAL_04730","","","","","","",""
"group_638","Lipoprotein","Lipoprotein","1","1","1","63","1372","1","377","","482","482","482","","","APIDPD_04730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
